,SA Equity,SA Nominal Bonds,SA ILB,SA Property,SA Cash,Offshore Equity,Offshore Property,Offshore Bonds,,,,,,,,,
31-Mar-15,-0.0009020755639,-0.005297071751,0.005679417759,0.02637359157,0.005270816101,0.02551597385,0.03491425442,0.0282275,,,,,,,,,
30-Apr-15,0.02387392568,-0.004899338478,0.03057271032,0.0003782394843,0.005107256496,-0.004865391099,-0.04545652079,-0.002396,,,,,,,,,
31-May-15,-0.03202562267,-0.007211743274,-0.01877884117,-0.05926065225,0.005290130028,0.03492595169,0.01321019577,-0.0061602,,,,,,,,,
30-Jun-15,0.003064625888,-0.001961621689,0.004265437502,-0.003568574754,0.005135904216,-0.02147090985,-0.04202869268,-0.0052211,,,,,,,,,
31-Jul-15,0.003267759786,0.01042112397,0.02011020506,0.05140528913,0.005314770025,0.05845412226,0.07357252131,0.0444342,,,,,,,,,
31-Aug-15,-0.01807599478,0.001379880491,-0.007369734646,0.002167020602,0.005353855051,-0.02029241093,-0.01578360437,0.0562543,,,,,,,,,
30-Sep-15,-0.006294143746,-0.0007405878568,-0.003129303394,0.008246388302,0.005212634981,0.004083570151,0.05080223496,0.0503028,,,,,,,,,
31-Oct-15,0.04893145035,0.01318251403,0.01982730053,0.02076857672,0.005404951675,0.07769976813,0.05378477423,-0.0018705,,,,,,,,,
30-Nov-15,-0.02038785757,-0.01044677083,0.0070855425,-0.005008567028,0.00524273951,0.04077622018,0.01997149238,0.0226964,,,,,,,,,
31-Dec-15,-0.04412135827,-0.06674758997,-0.01751350195,-0.06124939439,0.005480015932,0.05316220871,0.07672031612,0.0843895,,,,,,,,,
31-Jan-16,0.004646436773,0.04624830383,0.007782493586,-0.02977929214,0.005560785938,-0.03499497665,-0.01888294887,0.0400961,,,,,,,,,
29-Feb-16,-0.002738706331,-0.00767622109,0.003451721736,0.03646259179,0.005315980349,-0.0084797175,0.0006147169206,0.0216963,,,,,,,,,
31-Mar-16,0.06044491133,0.0262877035,0.0104732407,0.09482269917,0.005814808243,-0.01130707955,0.009773911772,-0.0434692,,,,,,,,,
30-Apr-16,0.01500297618,0.01875123136,0.03286573472,0.01951589798,0.005755990363,-0.01430565247,-0.03312927462,-0.0237315,,,,,,,,,
31-May-16,0.002093606895,-0.01493302072,-0.007955818747,-0.03465148489,0.006059993255,0.1116433912,0.1010100229,0.0923637,,,,,,,,,
30-Jun-16,0.008517461667,0.04036366359,0.02151520246,0.01169785482,0.005936465752,-0.07341462506,-0.03319846681,-0.0344551,,,,,,,,,
31-Jul-16,0.02019654087,0.02233350064,-0.0003644866743,0.03257133598,0.006184269741,-0.01832699556,-0.01237174484,-0.0483997,,,,,,,,,
31-Aug-16,-0.01109469894,-0.01766297626,-0.004594534975,-0.04893714918,0.006220080734,0.06268365471,0.03141759176,0.0521254,,,,,,,,,
30-Sep-16,0.006677010079,0.0298048909,0.009243929318,0.01088580659,0.00604784765,-0.06095892183,-0.07818299075,-0.059365,,,,,,,,,
31-Oct-16,-0.01431001026,0.006408833543,0.002522358859,0.005028002357,0.006268583046,-0.03711857768,-0.0753589694,-0.0531525,,,,,,,,,
30-Nov-16,-0.02143205934,-0.01828726938,-0.0102481054,-0.03341890984,0.006081183429,0.06217653209,0.01597676312,-0.0079335,,,,,,,,,
31-Dec-16,0.01813899653,0.01567685199,-0.00293150367,0.04237152889,0.006291875334,-0.004867002233,-0.003682993112,-0.0316106,,,,,,,,,
31-Jan-17,0.02074020353,0.01334478046,0.01412442189,0.01629228255,0.006293238116,0.007673102031,-0.01201642805,-0.0042859,,,,,,,,,
28-Feb-17,-0.005927080508,0.007118201359,-0.0006771500291,-0.003649747732,0.005680350501,0.002555186367,0.003580507916,-0.0259243,,,,,,,,,
31-Mar-17,0.01087588527,0.003983953978,-0.0200105768,0.001056532966,0.006285405682,0.0330218242,0.001476271275,0.0266568,,,,,,,,,
30-Apr-17,0.0270163214,0.01466878155,0.01149646528,0.005051464521,0.006077174912,0.01148483766,0.005233780531,0.0110726,,,,,,,,,
31-May-17,-0.0007365104087,0.009817515024,-0.0008415899083,0.001139722938,0.006272802095,0.0002269387989,-0.01578555562,0.0021164,,,,,,,,,
30-Jun-17,-0.02527141184,-0.009457813901,-0.001922326289,0.002877764248,0.006059988908,0.003352425439,0.002573538576,-0.007712,,,,,,,,,
31-Jul-17,0.03781171853,0.01503508668,0.0004822191976,0.03701816765,0.006246759166,0.03297644129,0.02534977308,0.0256456,,,,,,,,,
31-Aug-17,0.01973033676,0.01026975191,0.001743362793,0.007583568069,0.0061781256,-0.01081109223,-0.01348696341,-0.0032898,,,,,,,,,
30-Sep-17,-0.007058208059,0.01106710752,0.009809465707,0.01190634017,0.005911380349,0.06536668044,0.03506675602,0.0263693,,,,,,,,,
31-Oct-17,0.02008570064,-0.02300287384,-0.008721829234,0.01989530269,0.006050429368,0.06213609917,0.03578838531,0.0416991,,,,,,,,,
30-Nov-17,0.01086973467,-0.009726705555,-0.03164687747,0.01915027524,0.005828092276,-0.01119603562,-0.008130659184,-0.0215731,,,,,,,,,
31-Dec-17,0.02807475475,0.05655606909,0.05763581998,0.04213540532,0.006015171067,-0.08128451945,-0.08528332262,-0.0910785,,,,,,,,,
31-Jan-18,0.004794026987,0.01859124268,-0.02163053189,-0.09905501668,0.006016010675,0.01019429178,-0.05344882938,-0.025157,,,,,,,,,
28-Feb-18,0.01098327724,0.03931066496,0.01296326699,-0.09903027125,0.005436182908,-0.04737070873,-0.06358370721,-0.0127004,,,,,,,,,
31-Mar-18,-0.01512451194,0.02070885661,0.04920411494,-0.00958964864,0.006023832099,-0.0186926321,0.021686786,0.0192353,,,,,,,,,
30-Apr-18,0.0215306424,-0.007024706884,-0.03023257282,0.07680218499,0.005798448753,0.06668697618,0.07193751408,0.0337174,,,,,,,,,
31-May-18,-0.0397158002,-0.01954931792,0.0008026662176,-0.05918837049,0.005942021297,0.02643593568,0.03249177189,0.0022003,,,,,,,,,
30-Jun-18,-0.0007416413808,-0.01169864825,-0.02105439065,-0.03450932513,0.005715501247,0.08126038802,0.09205127395,0.0791303,,,,,,,,,
31-Jul-18,0.01835477774,0.02418464347,0.002942614948,-0.01351720187,0.005894781317,-0.002877807193,-0.02633413785,-0.0482596,,,,,,,,,
31-Aug-18,-0.0001128879558,-0.01865413581,-0.001614300785,0.02490158152,0.005902591205,0.1203964961,0.1173251341,0.1163025,,,,,,,,,
30-Sep-18,-0.02417309356,0.002996409517,0.004295786165,-0.0255654344,0.005734411251,-0.03045106283,-0.05981083237,-0.0439624,,,,,,,,,
31-Oct-18,-0.03448552967,-0.01707930151,0.006379185781,-0.004563341145,0.005947709504,-0.03247210242,0.003863786814,0.0320017,,,,,,,,,
30-Nov-18,0.005325723131,0.03865990444,-0.01136661763,-0.04595614613,0.005772665673,-0.0502902409,-0.02889119818,-0.0564275,,,,,,,,,
31-Dec-18,0.01807581893,0.006384957124,0.007348385404,-0.01246292961,0.006009358174,-0.04327055725,-0.02629335009,0.0621918,,,,,,,,,
31-Jan-19,0.02823755584,0.0290183084,0.01649819766,0.08387644107,0.006046234392,-0.004965041677,0.0219895374,-0.0645409,,,,,,,,,
28-Feb-19,0.005629445559,-0.004406584552,-0.004519814076,-0.04753021417,0.005481049422,0.09586320214,0.06009375289,0.0497717,,,,,,,,,
31-Mar-19,0.004251393599,0.0133168068,-0.008501220148,-0.01920306561,0.006082762235,0.04313661731,0.06067237585,0.0386785,,,,,,,,,
30-Apr-19,0.03301379349,0.007495907451,0.03474548995,0.02027033374,0.005895798876,0.02228057005,-0.02811910358,-0.0108506,,,,,,,,,
31-May-19,-0.02595119805,0.006384594824,-0.007151954873,-0.02044953829,0.006098516323,-0.03805616125,0.01376677993,0.0328774,,,,,,,,,
30-Jun-19,0.02640157792,0.02274299382,0.001268216216,0.01543495369,0.005891171419,0.03075455721,-0.02216360871,-0.0087619,,,,,,,,,
31-Jul-19,-0.02172928918,-0.007438336629,0.004289324248,-0.0259828896,0.006054710167,0.02267930267,0.01920668999,0.0004087,,,,,,,,,
31-Aug-19,-0.01228834326,0.009768910358,-0.006945082521,-0.03055190908,0.005983011163,0.03774048408,0.07649811161,0.0997864,,,,,,,,,
30-Sep-19,0.006064312075,0.005080927419,0.00393433074,0.01472508275,0.005732018502,0.01821179122,0.01688533223,-0.0143984,,,,,,,,,
31-Oct-19,0.02043928997,-0.003495413726,-0.001370960035,0.02795722507,0.005876603332,0.02300078252,0.02124757904,-0.0012075,,,,,,,,,
30-Nov-19,-0.007930426067,0.00221714259,-0.01780747639,-0.0001827873855,0.005648614336,-0.00224716093,-0.04377093219,-0.038507,,,,,,,,,
31-Dec-19,0.02599068831,0.01862392104,0.008876589886,-0.01568354533,0.005816071944,-0.01514666517,-0.04259929991,-0.0430375,,,,,,,,,
31-Jan-20,-0.01067198654,0.0118596654,0.0001319665931,-0.03295112532,0.005797412454,0.06557400246,0.07961620846,0.0900135,,,,,,,,,
29-Feb-20,-0.05745512659,-0.0004371903235,0.00776293847,-0.1568438651,0.005374497367,-0.0444307207,-0.04418824006,0.059226,,,,,,,,,
31-Mar-20,-0.1391012763,-0.09747238764,-0.174724007,-0.3631680446,0.005673062967,-0.00975182527,-0.1239547896,0.128373,,,,,,,,,
30-Apr-20,0.1007323361,0.03918195149,0.1646366452,0.05682651771,0.005219247195,0.1515916416,0.1090150251,0.0405091,,,,,,,,,
31-May-20,0.02577505347,0.07064313505,0.01495020223,-0.005276052939,0.004963807191,-0.006880675703,-0.05311219881,-0.0381389,,,,,,,,,
30-Jun-20,0.03715397727,-0.01183384409,-0.004027589359,0.1294292004,0.004395877132,0.0159502788,0.01114641626,-0.0081217,,,,,,,,,
31-Jul-20,0.03007329414,0.006085496519,-0.01674528012,-0.0335595461,0.004189551425,0.03054192227,0.007969680067,0.0156629,,,,,,,,,
31-Aug-20,-0.008797403408,0.008892959787,0.03920616859,-0.08800591138,0.003874332987,0.05967288571,0.0159556896,-0.0096267,,,,,,,,,
30-Sep-20,-0.01066429111,-0.0004764253762,-0.01529909032,-0.02971237381,0.003486461855,-0.04464704483,-0.04451434324,-0.0175708,,,,,,,,,
31-Oct-20,-0.04243651508,0.008889076363,0.01166425605,-0.08504365022,0.003375249216,-0.0602327294,-0.06431639383,-0.0276298,,,,,,,,,
30-Nov-20,0.1038083964,0.03253931532,0.0195006841,0.1747270602,0.003110698816,0.07460764696,0.07602604124,-0.032549,,,,,,,,,
31-Dec-20,0.05470051146,0.02439666343,0.02160063332,0.1368291127,0.003133656394,-0.009450845359,-0.02000886564,-0.037971,,,,,,,,,
31-Jan-21,0.03075461647,0.007624958001,0.02038376384,-0.0321295919,0.003102988391,0.02200384793,0.02276909193,0.0116446,,,,,,,,,
28-Feb-21,0.05332782323,0.0005897413768,0.0184540944,0.09699551571,0.002794908439,0.02346528046,0.03395312904,-0.0180829,,,,,,,,,
31-Mar-21,0.03714247021,-0.0203112156,0.006167732497,0.01549306126,0.003095039143,0.009893831273,0.0009084321977,-0.0454528,,,,,,,,,
30-Apr-21,0.008106619657,0.01896216953,0.01140935334,0.1149453557,0.003009120156,0.02715446,0.04198421927,-0.0061939,,,,,,,,,
31-May-21,0.02925599458,0.03732782025,0.03355931849,-0.03232395626,0.003137272417,-0.03805920546,-0.03718062397,-0.0458302,,,,,,,,,
30-Jun-21,-0.03019299208,0.01093683001,-0.01484394781,0.03015514374,0.003056435072,0.05477029105,0.04363898326,0.029733,,,,,,,,,
31-Jul-21,0.0259070454,0.008252235294,0.004824925125,-0.003954145701,0.003174789718,0.04272139103,0.06208534872,0.0411819,,,,,,,,,
31-Aug-21,0.02022325614,0.01701161614,0.01213398539,0.07116549385,0.003200350945,0.01855073973,0.004933623587,-0.0168691,,,,,,,,,
30-Sep-21,-0.01412628005,-0.02118785636,0.003163917192,-0.002075377813,0.003123141893,-0.005202225181,-0.02496285777,0.0166069,,,,,,,,,
31-Oct-21,0.02688795905,-0.004829921256,0.006227264941,-0.01387944881,0.00324553438,0.06916044255,0.07156558674,0.0061162,,,,,,,,,
30-Nov-21,0.009408828216,0.006585898739,-0.0008278339125,0.02172890935,0.003175347201,0.01883451323,0.0166091654,0.0534458,,,,,,,,,
31-Dec-21,0.04851125139,0.02688143188,0.04526791591,0.07610511593,0.003361684042,0.04634995709,0.06404293299,-0.0101735,,,,,,,,,
31-Jan-22,0.02392632727,0.008476739409,-0.0110521959,-0.02873811277,0.00343335733,-0.08592942649,-0.09096861838,-0.0511269,,,,,,,,,
28-Feb-22,0.02687492923,0.005439341638,0.02100697755,-0.02955902157,0.003180884114,-0.0266532594,-0.02751128294,-0.01326904336,,,,,,,,,
31-Mar-22,0.01494435492,0.004525244873,-0.006574428417,0.04399222756,0.003634038726,-0.02335700532,-0.01051973482,-0.07840367483,,,,,,,,,
30-Apr-22,-0.03946795875,-0.01670914958,0.01912733715,-0.01464818256,0.003643455653,-0.007215859307,0.02217418761,0.02341650989,,,,,,,,,
31-May-22,0.005439655395,0.01011793947,0.01954684584,-0.00322340443,0.003894424195,-0.009773159607,-0.05612015104,-0.007819727673,,,,,,,,,
30-Jun-22,-0.07479948076,-0.0305928376,-0.009214992993,-0.104660119,0.003951016118,-0.04926892037,-0.05366831964,0.007484143873,,,,,,,,,
31-Jul-22,0.02834711805,0.02443806578,-0.01230911128,0.0905981795,0.004264758306,0.1002259194,0.09949795758,0.04098040276,,,,,,,,,
31-Aug-22,-0.01329976935,0.003149143331,0.02538567359,-0.05948387498,0.004544033915,-0.01214680441,-0.0380342716,-0.009724441227,,,,,,,,,
30-Sep-22,-0.0383818644,-0.02111611875,-0.02245597736,-0.06476286153,0.004609958532,-0.04127294759,-0.07785640389,0.002679727684,,,,,,,,,
31-Oct-22,0.05327022193,0.01068293933,-0.01259574202,0.1046906104,0.005057454144,0.08744813144,0.04380894512,0.007594139114,,,,,,,,,
30-Nov-22,0.09623441556,0.03913625952,0.006398789264,0.05783594482,0.005125223485,0.003084330069,-0.001298730085,-0.01797611993,,,,,,,,,
31-Dec-22,-0.02805511768,0.006242052264,0.02625667743,0.01124862153,0.005584207507,-0.05292474408,-0.04238497736,-0.005569058284,,,,,,,,,
31-Jan-23,0.06962157241,0.0293740127,-0.009806626447,-0.007909225084,0.005823378411,0.0949242267,0.1132288905,0.05614096794,,,,,,,,,
28-Feb-23,-0.0231743696,-0.008678752516,0.004526189673,-0.001365928137,0.005422886391,0.02780848378,0.006057863373,0.0194101043,,,,,,,,,
31-Mar-23,-0.01951789094,0.01322406769,0.01480871942,-0.0392292522,0.006145059574,-0.003431086921,-0.06735488693,-0.0002262341097,,,,,,,,,
30-Apr-23,0.03432272101,-0.01112222381,0.004033090781,0.05753747531,0.0060949392,0.04422561562,0.04536549052,0.03237926552,,,,,,,,,
31-May-23,-0.05812319737,-0.04788320302,-0.02316668885,-0.05414637359,0.006481339775,0.06527153941,0.02785563853,0.05763934584,,,,,,,,,